train_losses,valid_losses,mean_ap
1.868753844915101,0.9489991009930769,0.04245949252002041
1.458450738319124,0.9489991009930769,0.04245949252002041
1.2871235662211593,0.7431596628725529,0.12772473784338376
1.1781679133024927,0.7431596628725529,0.12772473784338376
1.0993381755999647,0.6147976881464322,0.15009253505887737
1.0157807269205268,0.6147976881464322,0.15009253505887737
0.9510815652947013,0.5661296181678772,0.1717257019265823
0.8898430736520543,0.5661296181678772,0.1717257019265823
0.8496919689413447,0.5213597056319316,0.19939513620453655
0.7894810144431316,0.5213597056319316,0.19939513620453655
0.7476566393071642,0.4596478584756454,0.20809357062382136
0.6972337829808776,0.4596478584756454,0.20809357062382136
0.6620914407504292,0.4628458241919676,0.2116489986445894
0.6283025739857784,0.4628458241919676,0.2116489986445894
0.5902073816360476,0.34150121966873603,0.22308495511546975
0.5510094123677566,0.34150121966873603,0.22308495511546975
0.525781238795473,0.5649844703624646,0.21711431254069655
0.49221759929250064,0.5649844703624646,0.21711431254069655
0.4710253161682676,0.48102388525257506,0.2191291326841639
0.44785829380942654,0.48102388525257506,0.2191291326841639
0.42960442556426504,0.5965402226212124,0.23081058704270246
0.4083535432528991,0.5965402226212124,0.23081058704270246
0.3936091529133801,0.5437771104102334,0.2280799621147605
0.37892906637145923,0.5437771104102334,0.2280799621147605
0.36452251244515466,0.602107598528266,0.2285812249775497
0.3512298393027427,0.602107598528266,0.2285812249775497
0.3426865562545852,0.5436514833942055,0.22298771518921914
0.32924905499586693,0.5436514833942055,0.22298771518921914
0.320033795461775,0.5640642382502555,0.22836000671161763
0.31046694544000697,0.5640642382502555,0.22836000671161763
0.3017663978040218,0.47158039910160005,0.22407165511076105
0.29390059137501967,0.47158039910160005,0.22407165511076105
0.28924470491205845,0.5645041411618391,0.22872662225448057
0.28085920265517555,0.5645041411618391,0.22872662225448057
0.27561491096678836,0.5824885607833664,0.23087965119232887
0.2683166800944421,0.5824885607833664,0.23087965119232887
0.263460707750458,0.6151068797459205,0.2280323123966418
0.2584068818747675,0.6151068797459205,0.2280323123966418
0.25472497538161964,0.6373493539765477,0.2309154446017217
0.24937531273238933,0.6373493539765477,0.2309154446017217
0.24566540990311367,0.6431534725974003,0.2293599136632323
0.24248499695140008,0.6431534725974003,0.2293599136632323
0.23858530586585402,0.5982413213551044,0.23165349421871367
0.23510630048381595,0.5982413213551044,0.23165349421871367
0.23196781095153152,0.6172931407702466,0.22779548415676468
0.2290327196672129,0.6172931407702466,0.22779548415676468
0.22680516929831357,0.6188204301781952,0.23153893262461805
0.22365830298154973,0.6188204301781952,0.23153893262461805
0.22125742147999028,0.6121122071444989,0.23179004507922865
0.21954781759995967,0.6121122071444989,0.23179004507922865
0.2178768795162726,0.6027147623617202,0.23056662765870328
0.2153317218915058,0.6027147623617202,0.23056662765870328
0.21391727635995128,0.6324597514259318,0.2276705044100474
0.2124966980334228,0.6324597514259318,0.2276705044100474
0.21071807187802802,0.627651779503872,0.23063374786808896
0.2088101877616002,0.627651779503872,0.23063374786808896
0.20715572184238296,0.6402481900552909,0.23013707661455937
0.20695518860056136,0.6402481900552909,0.23013707661455937
0.2050703095200543,0.6352868713227411,0.23016874148001507
0.20312609567414397,0.6352868713227411,0.23016874148001507
0.20262470171392824,0.6248340540509671,0.22965316829206375
0.20114646021169252,0.6248340540509671,0.22965316829206375
0.2014706613513856,0.6350115413218737,0.22747901444071986
0.1997849429366537,0.6350115413218737,0.22747901444071986
0.19880429098490052,0.6221408338223895,0.23090595038290573
0.19813409050245984,0.6221408338223895,0.23090595038290573
0.19698477282117194,0.6377060120453437,0.22646551450418487
0.1959926313183342,0.6377060120453437,0.22646551450418487
0.19528212062477207,0.6300740361697972,0.22742407651058877
0.19533733374869022,0.6300740361697972,0.22742407651058877
0.19410847541786588,0.640596047675858,0.22981528128727788
0.1942226812386742,0.640596047675858,0.22981528128727788
0.1936677446705289,0.6341280571228514,0.23036341082998887
0.19272489591340464,0.6341280571228514,0.23036341082998887
0.19171740790793243,0.6340756506770849,0.2307025402138031
0.19134522903298673,0.6340756506770849,0.2307025402138031
0.19143473443467743,0.6474110610329856,0.2309156097543527
0.1906456735665695,0.6474110610329856,0.2309156097543527
0.19078645798234412,0.63533902847146,0.22860092961343925
0.18997328604320782,0.63533902847146,0.22860092961343925
0.1889958045588663,0.6458125410440068,0.22954264995388887
0.18965662099027003,0.6458125410440068,0.22954264995388887
0.18862518414657992,0.6404032695305845,0.22866664221621086
0.18866459835463992,0.6404032695305845,0.22866664221621086
0.18816533704610686,0.643424094128112,0.22776371256424943
0.1881278207525611,0.643424094128112,0.22776371256424943
0.18817348065338313,0.6365819537037363,0.22741174713410606
0.18755476196618895,0.6365819537037363,0.22741174713410606
0.18755698619643227,0.6442936345823109,0.22842793319292212
0.18760759767341928,0.6442936345823109,0.22842793319292212
0.18677418859621797,0.641873806681484,0.22801043931570847
0.18774398371505624,0.641873806681484,0.22801043931570847
0.1863585686364856,0.6406266087628901,0.22612850775587878
0.1866001707985281,0.6406266087628901,0.22612850775587878
0.1869359242837303,0.6371567959487439,0.22738325983491395
0.18556592096216404,0.6371567959487439,0.22738325983491395
0.18593702130198766,0.6423977888847391,0.22676256362427502
0.1859863224099032,0.6423977888847391,0.22676256362427502
0.1850181033852725,0.637802077298363,0.226636939917117
0.18626710816393965,0.637802077298363,0.226636939917117
